NO,DATE,TIME,FUNCTION,RANGE,SPEED,VALUE
2293,2021-07-31,09:07:10:867728,DC VOLTAGE,5V,MEDIUM,4.372165
2294,2021-07-31,09:07:12:872651,DC VOLTAGE,5V,MEDIUM,4.372197
2295,2021-07-31,09:07:14:877662,DC VOLTAGE,5V,MEDIUM,4.372356
2296,2021-07-31,09:07:16:882698,DC VOLTAGE,5V,MEDIUM,4.372478
2297,2021-07-31,09:07:18:884973,DC VOLTAGE,5V,MEDIUM,4.372507
2298,2021-07-31,09:07:20:896907,DC VOLTAGE,5V,MEDIUM,4.372662
2299,2021-07-31,09:07:22:911748,DC VOLTAGE,5V,MEDIUM,4.372738
2300,2021-07-31,09:07:24:916804,DC VOLTAGE,5V,MEDIUM,4.372786
2301,2021-07-31,09:07:26:929186,DC VOLTAGE,5V,MEDIUM,4.372961
2302,2021-07-31,09:07:28:945827,DC VOLTAGE,5V,MEDIUM,4.373061
2303,2021-07-31,09:07:30:956718,DC VOLTAGE,5V,MEDIUM,4.373074
2304,2021-07-31,09:07:32:970652,DC VOLTAGE,5V,MEDIUM,4.373235
2305,2021-07-31,09:07:34:977714,DC VOLTAGE,5V,MEDIUM,4.373362
2306,2021-07-31,09:07:36:990625,DC VOLTAGE,5V,MEDIUM,4.373378
2307,2021-07-31,09:07:38:996748,DC VOLTAGE,5V,MEDIUM,4.373542
2308,2021-07-31,09:07:41:007716,DC VOLTAGE,5V,MEDIUM,4.373644
2309,2021-07-31,09:07:43:016897,DC VOLTAGE,5V,MEDIUM,4.373696
2310,2021-07-31,09:07:45:031545,DC VOLTAGE,5V,MEDIUM,4.37392
2311,2021-07-31,09:07:47:034792,DC VOLTAGE,5V,MEDIUM,4.373949
2312,2021-07-31,09:07:49:039756,DC VOLTAGE,5V,MEDIUM,4.374067
2313,2021-07-31,09:07:51:056790,DC VOLTAGE,5V,MEDIUM,4.374078
2314,2021-07-31,09:07:53:067725,DC VOLTAGE,5V,MEDIUM,4.374244
2315,2021-07-31,09:07:55:084756,DC VOLTAGE,5V,MEDIUM,4.374348
2316,2021-07-31,09:07:57:089726,DC VOLTAGE,5V,MEDIUM,4.374394
2317,2021-07-31,09:07:59:106647,DC VOLTAGE,5V,MEDIUM,4.374558
2318,2021-07-31,09:08:01:116716,DC VOLTAGE,5V,MEDIUM,4.374646
2319,2021-07-31,09:08:03:121307,DC VOLTAGE,5V,MEDIUM,4.374699
2320,2021-07-31,09:08:05:131537,DC VOLTAGE,5V,MEDIUM,4.374847
2321,2021-07-31,09:08:07:135629,DC VOLTAGE,5V,MEDIUM,4.374931
2322,2021-07-31,09:08:09:141603,DC VOLTAGE,5V,MEDIUM,4.375017
2323,2021-07-31,09:08:11:156770,DC VOLTAGE,5V,MEDIUM,4.375147
2324,2021-07-31,09:08:13:174749,DC VOLTAGE,5V,MEDIUM,4.375265
2325,2021-07-31,09:08:15:179742,DC VOLTAGE,5V,MEDIUM,4.375295
2326,2021-07-31,09:08:17:186743,DC VOLTAGE,5V,MEDIUM,4.375447
2327,2021-07-31,09:08:19:196717,DC VOLTAGE,5V,MEDIUM,4.375568
2328,2021-07-31,09:08:21:206778,DC VOLTAGE,5V,MEDIUM,4.375658
2329,2021-07-31,09:08:23:222751,DC VOLTAGE,5V,MEDIUM,4.375806
2330,2021-07-31,09:08:25:232754,DC VOLTAGE,5V,MEDIUM,4.375871
2331,2021-07-31,09:08:27:241419,DC VOLTAGE,5V,MEDIUM,4.375979
2332,2021-07-31,09:08:29:257652,DC VOLTAGE,5V,MEDIUM,4.376122
2333,2021-07-31,09:08:31:264797,DC VOLTAGE,5V,MEDIUM,4.376173
2334,2021-07-31,09:08:33:271586,DC VOLTAGE,5V,MEDIUM,4.376266
2335,2021-07-31,09:08:35:286760,DC VOLTAGE,5V,MEDIUM,4.376458
2336,2021-07-31,09:08:37:302649,DC VOLTAGE,5V,MEDIUM,4.376505
2337,2021-07-31,09:08:39:311522,DC VOLTAGE,5V,MEDIUM,4.37656
2338,2021-07-31,09:08:41:324667,DC VOLTAGE,5V,MEDIUM,4.37675
2339,2021-07-31,09:08:43:334652,DC VOLTAGE,5V,MEDIUM,4.376809
2340,2021-07-31,09:08:45:351500,DC VOLTAGE,5V,MEDIUM,4.376898
2341,2021-07-31,09:08:47:359822,DC VOLTAGE,5V,MEDIUM,4.37704
2342,2021-07-31,09:08:49:364783,DC VOLTAGE,5V,MEDIUM,4.377089
2343,2021-07-31,09:08:51:376096,DC VOLTAGE,5V,MEDIUM,4.377174
2344,2021-07-31,09:08:53:378421,DC VOLTAGE,5V,MEDIUM,4.377263
2345,2021-07-31,09:08:55:386673,DC VOLTAGE,5V,MEDIUM,4.377465
2346,2021-07-31,09:08:57:391528,DC VOLTAGE,5V,MEDIUM,4.377502
2347,2021-07-31,09:08:59:404744,DC VOLTAGE,5V,MEDIUM,4.377639
2348,2021-07-31,09:09:01:414788,DC VOLTAGE,5V,MEDIUM,4.377764
2349,2021-07-31,09:09:03:424759,DC VOLTAGE,5V,MEDIUM,4.377831
2350,2021-07-31,09:09:05:442270,DC VOLTAGE,5V,MEDIUM,4.377985
2351,2021-07-31,09:09:07:455750,DC VOLTAGE,5V,MEDIUM,4.378094
2352,2021-07-31,09:09:09:461515,DC VOLTAGE,5V,MEDIUM,4.37815
2353,2021-07-31,09:09:11:464751,DC VOLTAGE,5V,MEDIUM,4.378248
2354,2021-07-31,09:09:13:479370,DC VOLTAGE,5V,MEDIUM,4.378418
2355,2021-07-31,09:09:15:496626,DC VOLTAGE,5V,MEDIUM,4.378487
2356,2021-07-31,09:09:17:499179,DC VOLTAGE,5V,MEDIUM,4.378584
2357,2021-07-31,09:09:19:511546,DC VOLTAGE,5V,MEDIUM,4.378732
2358,2021-07-31,09:09:21:518750,DC VOLTAGE,5V,MEDIUM,4.378796
2359,2021-07-31,09:09:23:532657,DC VOLTAGE,5V,MEDIUM,4.378921
2360,2021-07-31,09:09:25:537721,DC VOLTAGE,5V,MEDIUM,4.379067
2361,2021-07-31,09:09:27:553740,DC VOLTAGE,5V,MEDIUM,4.379132
2362,2021-07-31,09:09:29:563748,DC VOLTAGE,5V,MEDIUM,4.379228
2363,2021-07-31,09:09:31:567623,DC VOLTAGE,5V,MEDIUM,4.379383
2364,2021-07-31,09:09:33:572731,DC VOLTAGE,5V,MEDIUM,4.379423
2365,2021-07-31,09:09:35:577729,DC VOLTAGE,5V,MEDIUM,4.379555
2366,2021-07-31,09:09:37:592652,DC VOLTAGE,5V,MEDIUM,4.379702
2367,2021-07-31,09:09:39:607728,DC VOLTAGE,5V,MEDIUM,4.379838
2368,2021-07-31,09:09:41:617760,DC VOLTAGE,5V,MEDIUM,4.379905
2369,2021-07-31,09:09:43:633792,DC VOLTAGE,5V,MEDIUM,4.380014
2370,2021-07-31,09:09:45:650757,DC VOLTAGE,5V,MEDIUM,4.380168
2371,2021-07-31,09:09:47:657708,DC VOLTAGE,5V,MEDIUM,4.380202
2372,2021-07-31,09:09:49:660004,DC VOLTAGE,5V,MEDIUM,4.380318
2373,2021-07-31,09:09:51:671533,DC VOLTAGE,5V,MEDIUM,4.380472
2374,2021-07-31,09:09:53:682731,DC VOLTAGE,5V,MEDIUM,4.38052
2375,2021-07-31,09:09:55:693569,DC VOLTAGE,5V,MEDIUM,4.380664
2376,2021-07-31,09:09:57:696726,DC VOLTAGE,5V,MEDIUM,4.380815
2377,2021-07-31,09:09:59:706623,DC VOLTAGE,5V,MEDIUM,4.38086
2378,2021-07-31,09:10:01:721535,DC VOLTAGE,5V,MEDIUM,4.380949
2379,2021-07-31,09:10:03:736739,DC VOLTAGE,5V,MEDIUM,4.381147
2380,2021-07-31,09:10:05:752756,DC VOLTAGE,5V,MEDIUM,4.381201
2381,2021-07-31,09:10:07:756775,DC VOLTAGE,5V,MEDIUM,4.381331
2382,2021-07-31,09:10:09:773485,DC VOLTAGE,5V,MEDIUM,4.381457
2383,2021-07-31,09:10:11:781621,DC VOLTAGE,5V,MEDIUM,4.381574
2384,2021-07-31,09:10:13:784013,DC VOLTAGE,5V,MEDIUM,4.381658
2385,2021-07-31,09:10:15:792684,DC VOLTAGE,5V,MEDIUM,4.38182
2386,2021-07-31,09:10:17:796729,DC VOLTAGE,5V,MEDIUM,4.381911
2387,2021-07-31,09:10:19:807753,DC VOLTAGE,5V,MEDIUM,4.381982
2388,2021-07-31,09:10:21:820677,DC VOLTAGE,5V,MEDIUM,4.382152
2389,2021-07-31,09:10:23:836738,DC VOLTAGE,5V,MEDIUM,4.382258
2390,2021-07-31,09:10:25:850666,DC VOLTAGE,5V,MEDIUM,4.382322
2391,2021-07-31,09:10:27:860645,DC VOLTAGE,5V,MEDIUM,4.382504
2392,2021-07-31,09:10:29:872651,DC VOLTAGE,5V,MEDIUM,4.382586
2393,2021-07-31,09:10:31:888797,DC VOLTAGE,5V,MEDIUM,4.382653
2394,2021-07-31,09:10:33:894754,DC VOLTAGE,5V,MEDIUM,4.382822
2395,2021-07-31,09:10:35:898653,DC VOLTAGE,5V,MEDIUM,4.382913
2396,2021-07-31,09:10:37:900861,DC VOLTAGE,5V,MEDIUM,4.382978
2397,2021-07-31,09:10:39:913638,DC VOLTAGE,5V,MEDIUM,4.383133
2398,2021-07-31,09:10:41:927682,DC VOLTAGE,5V,MEDIUM,4.383261
2399,2021-07-31,09:10:43:931464,DC VOLTAGE,5V,MEDIUM,4.383331
2400,2021-07-31,09:10:45:937100,DC VOLTAGE,5V,MEDIUM,4.383443
2401,2021-07-31,09:10:47:952729,DC VOLTAGE,5V,MEDIUM,4.383621
2402,2021-07-31,09:10:49:963733,DC VOLTAGE,5V,MEDIUM,4.383727
2403,2021-07-31,09:10:51:968642,DC VOLTAGE,5V,MEDIUM,4.383797
2404,2021-07-31,09:10:53:977032,DC VOLTAGE,5V,MEDIUM,4.383927
2405,2021-07-31,09:10:55:994760,DC VOLTAGE,5V,MEDIUM,4.384072
2406,2021-07-31,09:10:58:010439,DC VOLTAGE,5V,MEDIUM,4.384135
2407,2021-07-31,09:11:00:013432,DC VOLTAGE,5V,MEDIUM,4.384314
2408,2021-07-31,09:11:02:022630,DC VOLTAGE,5V,MEDIUM,4.384403
2409,2021-07-31,09:11:04:024858,DC VOLTAGE,5V,MEDIUM,4.384473
2410,2021-07-31,09:11:06:031622,DC VOLTAGE,5V,MEDIUM,4.384635
2411,2021-07-31,09:11:08:034669,DC VOLTAGE,5V,MEDIUM,4.384769
2412,2021-07-31,09:11:10:040725,DC VOLTAGE,5V,MEDIUM,4.384845
2413,2021-07-31,09:11:12:051628,DC VOLTAGE,5V,MEDIUM,4.385001
2414,2021-07-31,09:11:14:062753,DC VOLTAGE,5V,MEDIUM,4.385139
2415,2021-07-31,09:11:16:065654,DC VOLTAGE,5V,MEDIUM,4.38521
2416,2021-07-31,09:11:18:075725,DC VOLTAGE,5V,MEDIUM,4.38537
2417,2021-07-31,09:11:20:086626,DC VOLTAGE,5V,MEDIUM,4.385485
2418,2021-07-31,09:11:22:101601,DC VOLTAGE,5V,MEDIUM,4.38552
2419,2021-07-31,09:11:24:106687,DC VOLTAGE,5V,MEDIUM,4.385714
2420,2021-07-31,09:11:26:123707,DC VOLTAGE,5V,MEDIUM,4.385833
2421,2021-07-31,09:11:28:137015,DC VOLTAGE,5V,MEDIUM,4.385886
2422,2021-07-31,09:11:30:146744,DC VOLTAGE,5V,MEDIUM,4.386064
2423,2021-07-31,09:11:32:155731,DC VOLTAGE,5V,MEDIUM,4.386222
2424,2021-07-31,09:11:34:164738,DC VOLTAGE,5V,MEDIUM,4.386336
2425,2021-07-31,09:11:36:169667,DC VOLTAGE,5V,MEDIUM,4.386528
2426,2021-07-31,09:11:38:174733,DC VOLTAGE,5V,MEDIUM,4.386585
2427,2021-07-31,09:11:40:183765,DC VOLTAGE,5V,MEDIUM,4.386673
2428,2021-07-31,09:11:42:187657,DC VOLTAGE,5V,MEDIUM,4.386753
2429,2021-07-31,09:11:44:190623,DC VOLTAGE,5V,MEDIUM,4.386938
2430,2021-07-31,09:11:46:198671,DC VOLTAGE,5V,MEDIUM,4.387047
2431,2021-07-31,09:11:48:207768,DC VOLTAGE,5V,MEDIUM,4.387102
2432,2021-07-31,09:11:50:218637,DC VOLTAGE,5V,MEDIUM,4.387285
2433,2021-07-31,09:11:52:226058,DC VOLTAGE,5V,MEDIUM,4.387429
2434,2021-07-31,09:11:54:235755,DC VOLTAGE,5V,MEDIUM,4.387474
2435,2021-07-31,09:11:56:242779,DC VOLTAGE,5V,MEDIUM,4.387666
2436,2021-07-31,09:11:58:253404,DC VOLTAGE,5V,MEDIUM,4.387763
2437,2021-07-31,09:12:00:266703,DC VOLTAGE,5V,MEDIUM,4.387837
2438,2021-07-31,09:12:02:272643,DC VOLTAGE,5V,MEDIUM,4.388031
2439,2021-07-31,09:12:04:279689,DC VOLTAGE,5V,MEDIUM,4.388158
2440,2021-07-31,09:12:06:290133,DC VOLTAGE,5V,MEDIUM,4.388263
2441,2021-07-31,09:12:08:295706,DC VOLTAGE,5V,MEDIUM,4.388436
2442,2021-07-31,09:12:10:302643,DC VOLTAGE,5V,MEDIUM,4.388521
2443,2021-07-31,09:12:12:310666,DC VOLTAGE,5V,MEDIUM,4.388622
2444,2021-07-31,09:12:14:324767,DC VOLTAGE,5V,MEDIUM,4.388822
2445,2021-07-31,09:12:16:339708,DC VOLTAGE,5V,MEDIUM,4.388882
2446,2021-07-31,09:12:18:354800,DC VOLTAGE,5V,MEDIUM,4.388999
2447,2021-07-31,09:12:20:362723,DC VOLTAGE,5V,MEDIUM,4.389194
2448,2021-07-31,09:12:22:368519,DC VOLTAGE,5V,MEDIUM,4.38926
2449,2021-07-31,09:12:24:380637,DC VOLTAGE,5V,MEDIUM,4.389376
2450,2021-07-31,09:12:26:392645,DC VOLTAGE,5V,MEDIUM,4.389542
2451,2021-07-31,09:12:28:397940,DC VOLTAGE,5V,MEDIUM,4.389609
2452,2021-07-31,09:12:30:405739,DC VOLTAGE,5V,MEDIUM,4.389746
2453,2021-07-31,09:12:32:417677,DC VOLTAGE,5V,MEDIUM,4.389815
2454,2021-07-31,09:12:34:424649,DC VOLTAGE,5V,MEDIUM,4.389985
2455,2021-07-31,09:12:36:435715,DC VOLTAGE,5V,MEDIUM,4.390116
2456,2021-07-31,09:12:38:442633,DC VOLTAGE,5V,MEDIUM,4.390177
2457,2021-07-31,09:12:40:451521,DC VOLTAGE,5V,MEDIUM,4.39043
2458,2021-07-31,09:12:42:457759,DC VOLTAGE,5V,MEDIUM,4.390517
2459,2021-07-31,09:12:44:469665,DC VOLTAGE,5V,MEDIUM,4.390648
2460,2021-07-31,09:12:46:474691,DC VOLTAGE,5V,MEDIUM,4.390854
2461,2021-07-31,09:12:48:476975,DC VOLTAGE,5V,MEDIUM,4.390916
2462,2021-07-31,09:12:50:479646,DC VOLTAGE,5V,MEDIUM,4.391011
2463,2021-07-31,09:12:52:488672,DC VOLTAGE,5V,MEDIUM,4.391234
2464,2021-07-31,09:12:54:495656,DC VOLTAGE,5V,MEDIUM,4.391293
2465,2021-07-31,09:12:56:503708,DC VOLTAGE,5V,MEDIUM,4.391424
2466,2021-07-31,09:12:58:506760,DC VOLTAGE,5V,MEDIUM,4.391577
2467,2021-07-31,09:13:00:521018,DC VOLTAGE,5V,MEDIUM,4.391673
2468,2021-07-31,09:13:02:527673,DC VOLTAGE,5V,MEDIUM,4.39184
2469,2021-07-31,09:13:04:530123,DC VOLTAGE,5V,MEDIUM,4.392023
2470,2021-07-31,09:13:06:538736,DC VOLTAGE,5V,MEDIUM,4.392056
2471,2021-07-31,09:13:08:550090,DC VOLTAGE,5V,MEDIUM,4.392205
2472,2021-07-31,09:13:10:566766,DC VOLTAGE,5V,MEDIUM,4.392441
2473,2021-07-31,09:13:12:579731,DC VOLTAGE,5V,MEDIUM,4.392456
2474,2021-07-31,09:13:14:591256,DC VOLTAGE,5V,MEDIUM,4.39258
2475,2021-07-31,09:13:16:599793,DC VOLTAGE,5V,MEDIUM,4.392814
2476,2021-07-31,09:13:18:608697,DC VOLTAGE,5V,MEDIUM,4.392861
2477,2021-07-31,09:13:20:611532,DC VOLTAGE,5V,MEDIUM,4.393018
2478,2021-07-31,09:13:22:628633,DC VOLTAGE,5V,MEDIUM,4.39317
2479,2021-07-31,09:13:24:637731,DC VOLTAGE,5V,MEDIUM,4.393364
2480,2021-07-31,09:13:26:648693,DC VOLTAGE,5V,MEDIUM,4.393414
2481,2021-07-31,09:13:28:653660,DC VOLTAGE,5V,MEDIUM,4.393546
2482,2021-07-31,09:13:30:657661,DC VOLTAGE,5V,MEDIUM,4.393751
2483,2021-07-31,09:13:32:663678,DC VOLTAGE,5V,MEDIUM,4.393851
2484,2021-07-31,09:13:34:673723,DC VOLTAGE,5V,MEDIUM,4.39397
2485,2021-07-31,09:13:36:682692,DC VOLTAGE,5V,MEDIUM,4.394188
2486,2021-07-31,09:13:38:687779,DC VOLTAGE,5V,MEDIUM,4.394275
2487,2021-07-31,09:13:40:694706,DC VOLTAGE,5V,MEDIUM,4.394392
2488,2021-07-31,09:13:42:705922,DC VOLTAGE,5V,MEDIUM,4.39461
2489,2021-07-31,09:13:44:711367,DC VOLTAGE,5V,MEDIUM,4.39468
2490,2021-07-31,09:13:46:726743,DC VOLTAGE,5V,MEDIUM,4.39478
2491,2021-07-31,09:13:48:736807,DC VOLTAGE,5V,MEDIUM,4.395009
2492,2021-07-31,09:13:50:753718,DC VOLTAGE,5V,MEDIUM,4.395062
2493,2021-07-31,09:13:52:756867,DC VOLTAGE,5V,MEDIUM,4.39519
2494,2021-07-31,09:13:54:766856,DC VOLTAGE,5V,MEDIUM,4.395396
2495,2021-07-31,09:13:56:782642,DC VOLTAGE,5V,MEDIUM,4.39552
2496,2021-07-31,09:13:58:798209,DC VOLTAGE,5V,MEDIUM,4.395611
2497,2021-07-31,09:14:00:802669,DC VOLTAGE,5V,MEDIUM,4.395831
2498,2021-07-31,09:14:02:812733,DC VOLTAGE,5V,MEDIUM,4.395948
2499,2021-07-31,09:14:04:819785,DC VOLTAGE,5V,MEDIUM,4.396038
2500,2021-07-31,09:14:06:836723,DC VOLTAGE,5V,MEDIUM,4.396255
2501,2021-07-31,09:14:08:850214,DC VOLTAGE,5V,MEDIUM,4.396398
2502,2021-07-31,09:14:10:860680,DC VOLTAGE,5V,MEDIUM,4.396477
2503,2021-07-31,09:14:12:862985,DC VOLTAGE,5V,MEDIUM,4.396664
2504,2021-07-31,09:14:14:867678,DC VOLTAGE,5V,MEDIUM,4.396807
2505,2021-07-31,09:14:16:880675,DC VOLTAGE,5V,MEDIUM,4.396874
2506,2021-07-31,09:14:18:886673,DC VOLTAGE,5V,MEDIUM,4.397018
2507,2021-07-31,09:14:20:902708,DC VOLTAGE,5V,MEDIUM,4.397254
2508,2021-07-31,09:14:22:917743,DC VOLTAGE,5V,MEDIUM,4.397315
2509,2021-07-31,09:14:24:928121,DC VOLTAGE,5V,MEDIUM,4.397458
2510,2021-07-31,09:14:26:930810,DC VOLTAGE,5V,MEDIUM,4.397685
2511,2021-07-31,09:14:28:938721,DC VOLTAGE,5V,MEDIUM,4.397733
2512,2021-07-31,09:14:30:941136,DC VOLTAGE,5V,MEDIUM,4.397882
2513,2021-07-31,09:14:32:952713,DC VOLTAGE,5V,MEDIUM,4.398099
2514,2021-07-31,09:14:34:967687,DC VOLTAGE,5V,MEDIUM,4.398272
2515,2021-07-31,09:14:36:984666,DC VOLTAGE,5V,MEDIUM,4.398303
2516,2021-07-31,09:14:39:001550,DC VOLTAGE,5V,MEDIUM,4.398521
2517,2021-07-31,09:14:41:015722,DC VOLTAGE,5V,MEDIUM,4.398673
2518,2021-07-31,09:14:43:018042,DC VOLTAGE,5V,MEDIUM,4.39875
2519,2021-07-31,09:14:45:034994,DC VOLTAGE,5V,MEDIUM,4.398976
2520,2021-07-31,09:14:47:038625,DC VOLTAGE,5V,MEDIUM,4.39909
2521,2021-07-31,09:14:49:048621,DC VOLTAGE,5V,MEDIUM,4.399198
2522,2021-07-31,09:14:51:053649,DC VOLTAGE,5V,MEDIUM,4.399397
2523,2021-07-31,09:14:53:062651,DC VOLTAGE,5V,MEDIUM,4.399556
2524,2021-07-31,09:14:55:068021,DC VOLTAGE,5V,MEDIUM,4.399632
2525,2021-07-31,09:14:57:076743,DC VOLTAGE,5V,MEDIUM,4.399859
2526,2021-07-31,09:14:59:088650,DC VOLTAGE,5V,MEDIUM,4.400027
2527,2021-07-31,09:15:01:096888,DC VOLTAGE,5V,MEDIUM,4.400065
2528,2021-07-31,09:15:03:100718,DC VOLTAGE,5V,MEDIUM,4.400325
2529,2021-07-31,09:15:05:104646,DC VOLTAGE,5V,MEDIUM,4.40048
2530,2021-07-31,09:15:07:112755,DC VOLTAGE,5V,MEDIUM,4.400555
2531,2021-07-31,09:15:09:119626,DC VOLTAGE,5V,MEDIUM,4.400757
2532,2021-07-31,09:15:11:122671,DC VOLTAGE,5V,MEDIUM,4.400926
2533,2021-07-31,09:15:13:127609,DC VOLTAGE,5V,MEDIUM,4.400984
2534,2021-07-31,09:15:15:136982,DC VOLTAGE,5V,MEDIUM,4.401134
2535,2021-07-31,09:15:17:153637,DC VOLTAGE,5V,MEDIUM,4.401388
2536,2021-07-31,09:15:19:160864,DC VOLTAGE,5V,MEDIUM,4.401518
2537,2021-07-31,09:15:21:171524,DC VOLTAGE,5V,MEDIUM,4.401601
2538,2021-07-31,09:15:23:175820,DC VOLTAGE,5V,MEDIUM,4.401802
2539,2021-07-31,09:15:25:179063,DC VOLTAGE,5V,MEDIUM,4.401958
2540,2021-07-31,09:15:27:193660,DC VOLTAGE,5V,MEDIUM,4.402045
2541,2021-07-31,09:15:29:209792,DC VOLTAGE,5V,MEDIUM,4.402296
2542,2021-07-31,09:15:31:217738,DC VOLTAGE,5V,MEDIUM,4.402428
2543,2021-07-31,09:15:33:220356,DC VOLTAGE,5V,MEDIUM,4.402516
2544,2021-07-31,09:15:35:225620,DC VOLTAGE,5V,MEDIUM,4.402737
2545,2021-07-31,09:15:37:232589,DC VOLTAGE,5V,MEDIUM,4.402882
2546,2021-07-31,09:15:39:236992,DC VOLTAGE,5V,MEDIUM,4.402968
2547,2021-07-31,09:15:41:247869,DC VOLTAGE,5V,MEDIUM,4.403189
2548,2021-07-31,09:15:43:249646,DC VOLTAGE,5V,MEDIUM,4.403379
2549,2021-07-31,09:15:45:263847,DC VOLTAGE,5V,MEDIUM,4.403443
2550,2021-07-31,09:15:47:269343,DC VOLTAGE,5V,MEDIUM,4.403681
2551,2021-07-31,09:15:49:275760,DC VOLTAGE,5V,MEDIUM,4.403815
2552,2021-07-31,09:15:51:280642,DC VOLTAGE,5V,MEDIUM,4.403902
2553,2021-07-31,09:15:53:293666,DC VOLTAGE,5V,MEDIUM,4.404243
2554,2021-07-31,09:15:55:310677,DC VOLTAGE,5V,MEDIUM,4.40432
2555,2021-07-31,09:15:57:326878,DC VOLTAGE,5V,MEDIUM,4.404438
2556,2021-07-31,09:15:59:338708,DC VOLTAGE,5V,MEDIUM,4.404702
2557,2021-07-31,09:16:01:350621,DC VOLTAGE,5V,MEDIUM,4.404788
2558,2021-07-31,09:16:03:364653,DC VOLTAGE,5V,MEDIUM,4.404973
2559,2021-07-31,09:16:05:376475,DC VOLTAGE,5V,MEDIUM,4.405169
2560,2021-07-31,09:16:07:392683,DC VOLTAGE,5V,MEDIUM,4.405251
2561,2021-07-31,09:16:09:400933,DC VOLTAGE,5V,MEDIUM,4.405406
2562,2021-07-31,09:16:11:408630,DC VOLTAGE,5V,MEDIUM,4.405673
2563,2021-07-31,09:16:13:418676,DC VOLTAGE,5V,MEDIUM,4.405745
2564,2021-07-31,09:16:15:431618,DC VOLTAGE,5V,MEDIUM,4.405893
2565,2021-07-31,09:16:17:437712,DC VOLTAGE,5V,MEDIUM,4.405984
2566,2021-07-31,09:16:19:442738,DC VOLTAGE,5V,MEDIUM,4.406235
2567,2021-07-31,09:16:21:449683,DC VOLTAGE,5V,MEDIUM,4.406387
2568,2021-07-31,09:16:23:456997,DC VOLTAGE,5V,MEDIUM,4.40647
2569,2021-07-31,09:16:25:467720,DC VOLTAGE,5V,MEDIUM,4.406698
2570,2021-07-31,09:16:27:477112,DC VOLTAGE,5V,MEDIUM,4.406836
2571,2021-07-31,09:16:29:491519,DC VOLTAGE,5V,MEDIUM,4.407018
2572,2021-07-31,09:16:31:499740,DC VOLTAGE,5V,MEDIUM,4.407277
2573,2021-07-31,09:16:33:516653,DC VOLTAGE,5V,MEDIUM,4.407348
2574,2021-07-31,09:16:35:522634,DC VOLTAGE,5V,MEDIUM,4.407529
2575,2021-07-31,09:16:37:529013,DC VOLTAGE,5V,MEDIUM,4.407809
2576,2021-07-31,09:16:39:538767,DC VOLTAGE,5V,MEDIUM,4.407856
2577,2021-07-31,09:16:41:547788,DC VOLTAGE,5V,MEDIUM,4.408047
2578,2021-07-31,09:16:43:555730,DC VOLTAGE,5V,MEDIUM,4.408285
2579,2021-07-31,09:16:45:557990,DC VOLTAGE,5V,MEDIUM,4.408346
2580,2021-07-31,09:16:47:560313,DC VOLTAGE,5V,MEDIUM,4.40852
2581,2021-07-31,09:16:49:577195,DC VOLTAGE,5V,MEDIUM,4.408803
2582,2021-07-31,09:16:51:590666,DC VOLTAGE,5V,MEDIUM,4.408854
2583,2021-07-31,09:16:53:607724,DC VOLTAGE,5V,MEDIUM,4.409032
2584,2021-07-31,09:16:55:618712,DC VOLTAGE,5V,MEDIUM,4.409296
2585,2021-07-31,09:16:57:627732,DC VOLTAGE,5V,MEDIUM,4.409368
2586,2021-07-31,09:16:59:638742,DC VOLTAGE,5V,MEDIUM,4.409547
2587,2021-07-31,09:17:01:654756,DC VOLTAGE,5V,MEDIUM,4.409805
2588,2021-07-31,09:17:03:659667,DC VOLTAGE,5V,MEDIUM,4.409871
2589,2021-07-31,09:17:05:670170,DC VOLTAGE,5V,MEDIUM,4.410062
2590,2021-07-31,09:17:07:683741,DC VOLTAGE,5V,MEDIUM,4.410141
2591,2021-07-31,09:17:09:688835,DC VOLTAGE,5V,MEDIUM,4.410357
2592,2021-07-31,09:17:11:696641,DC VOLTAGE,5V,MEDIUM,4.410533
2593,2021-07-31,09:17:13:707586,DC VOLTAGE,5V,MEDIUM,4.410658
2594,2021-07-31,09:17:15:718371,DC VOLTAGE,5V,MEDIUM,4.411027
2595,2021-07-31,09:17:17:720975,DC VOLTAGE,5V,MEDIUM,4.411117
2596,2021-07-31,09:17:19:724743,DC VOLTAGE,5V,MEDIUM,4.411251
2597,2021-07-31,09:17:21:732719,DC VOLTAGE,5V,MEDIUM,4.411536
2598,2021-07-31,09:17:23:744760,DC VOLTAGE,5V,MEDIUM,4.411619
2599,2021-07-31,09:17:25:755766,DC VOLTAGE,5V,MEDIUM,4.411815
2600,2021-07-31,09:17:27:766458,DC VOLTAGE,5V,MEDIUM,4.412036
2601,2021-07-31,09:17:29:778506,DC VOLTAGE,5V,MEDIUM,4.412139
2602,2021-07-31,09:17:31:795779,DC VOLTAGE,5V,MEDIUM,4.412331
2603,2021-07-31,09:17:33:811525,DC VOLTAGE,5V,MEDIUM,4.412596
2604,2021-07-31,09:17:35:813663,DC VOLTAGE,5V,MEDIUM,4.412672
2605,2021-07-31,09:17:37:829672,DC VOLTAGE,5V,MEDIUM,4.412838
2606,2021-07-31,09:17:39:837914,DC VOLTAGE,5V,MEDIUM,4.413101
2607,2021-07-31,09:17:41:841193,DC VOLTAGE,5V,MEDIUM,4.413223
2608,2021-07-31,09:17:43:854880,DC VOLTAGE,5V,MEDIUM,4.413371
2609,2021-07-31,09:17:45:857615,DC VOLTAGE,5V,MEDIUM,4.413643
